,date,title,url
332,2010-09-30,So that's what happened to the water and electricity money!,https://daphnecaruanagalizia.com/2010/09/so-thats-what-happened-to-the-water-and-electricity-money/
333,2010-09-30,More Newspeak from Maltastar,https://daphnecaruanagalizia.com/2010/09/more-newspeak-from-maltastar/
334,2010-09-30,After Elton John and the Golden Circle: Jet Set Tony flies off to protest,https://daphnecaruanagalizia.com/2010/09/after-elton-john-and-the-golden-circle-jet-set-tony-flies-off-to-protest/
335,2010-09-30,A parliament of mops and dusters,https://daphnecaruanagalizia.com/2010/09/a-parliament-of-mops-and-dusters/
336,2010-09-30,Maltastar: Now reduced to lying outright,https://daphnecaruanagalizia.com/2010/09/maltastar-now-reduced-to-lying-outright/
337,2010-09-30,"Yes, there is a solution to the cleaning lady problem",https://daphnecaruanagalizia.com/2010/09/yes-there-is-a-solution-to-the-cleaning-lady-problem/
338,2010-09-30,Robert Arrigo: what a mistake that was,https://daphnecaruanagalizia.com/2010/09/robert-arrigo-what-a-mistake-that-was/
339,2010-09-30,It's about time somebody told John Dalli where to shove his rabid ambition,https://daphnecaruanagalizia.com/2010/09/its-about-time-somebody-told-john-dalli-where-to-shove-his-rabid-ambition/
340,2010-09-30,John Dalli: the ex-girlfriend in the room,https://daphnecaruanagalizia.com/2010/09/john-dalli-the-ex-girlfriend-in-the-room/
341,2010-10-31,The One-Word Warriors,https://daphnecaruanagalizia.com/2010/10/the-one-word-warriors/
342,2010-10-30,"Kemm saru jifhmu fit-tenders is-slavag tal-Labour, Alla jbierek",https://daphnecaruanagalizia.com/2010/10/kemm-saru-jifmu-fit-tenders-is-slavag-tal-labour-alla-jbierek/
343,2010-10-29,I am without words,https://daphnecaruanagalizia.com/2010/10/i-am-without-words/
344,2010-10-29,Perhaps Hollow Man Joseph Muscat would like to tell us what the Budget would have been like had we all followed his advice and voted No to EU membership?,https://daphnecaruanagalizia.com/2010/10/perhaps-hollow-man-joseph-muscat-would-like-to-tell-us-what-the-budget-would-have-been-like-had-we-all-followed-his-advice-and-voted-no-to-eu-membership/
345,2010-10-29,Guest post: Why it would be a bad idea to reduce income tax now,https://daphnecaruanagalizia.com/2010/10/guest-post-why-it-would-be-a-bad-idea-to-reduce-income-tax-now/
346,2010-10-28,Guest Post: The New Dry Docks,https://daphnecaruanagalizia.com/2010/10/guest-post-the-new-dry-docks/
347,2010-10-28,"Online chatting: a symptom, not a cause",https://daphnecaruanagalizia.com/2010/10/online-chatting-a-symptom-not-a-cause/
348,2010-10-27,Il-wizz ta' Kurt spicca bla bajd,https://daphnecaruanagalizia.com/2010/10/il-wizz-ta-kurt-spicca-bla-bajd/
349,2010-10-26,therealbudget.com ta' ras Kurt Farrugia,https://daphnecaruanagalizia.com/2010/10/therealbudgetcom-ta-ras-kurt-farrugia/
350,2010-10-26,Labour – now selling to morons only,https://daphnecaruanagalizia.com/2010/10/labour-now-selling-to-morons-only/
351,2010-10-26,Comment/picture of the week: Anglu Farrugia 'stands up to be counted',https://daphnecaruanagalizia.com/2010/10/commentpicture-of-the-week-anglu-farrugia-stands-up-to-be-counted/
352,2010-11-30,Brunch with Prince Andrew in Kyrgyzstan,https://daphnecaruanagalizia.com/2010/11/brunch-with-prince-andrew-in-kyrgyzstan/
353,2010-11-30,Wikileaks,https://daphnecaruanagalizia.com/2010/11/wikileaks/
354,2010-11-30,The truth about natural childbirth,https://daphnecaruanagalizia.com/2010/11/the-truth-about-natural-childbirth/
355,2010-11-29,After Baby Jesus: the kidnapping of Father Christmas,https://daphnecaruanagalizia.com/2010/11/after-baby-jesus-the-kidnapping-of-father-christmas/
356,2010-11-29,How to live large off 'the EU',https://daphnecaruanagalizia.com/2010/11/how-to-live-large-off-the-eu/
357,2010-11-29,Silvio Parnis sticks it up where the sun don't shine,https://daphnecaruanagalizia.com/2010/11/silvio-parnis-sticks-it-up-where-the-sun-dont-shine/
358,2010-11-28,The snarling of a cornered rat,https://daphnecaruanagalizia.com/2010/11/the-snarling-of-a-cornered-rat/
359,2010-11-28,The politics of envy – again,https://daphnecaruanagalizia.com/2010/11/the-politics-of-envy-again/
360,2010-11-25,Enough about the sand,https://daphnecaruanagalizia.com/2010/11/enough-about-the-sand/
361,2010-11-23,Michael Gonzi – never mind,https://daphnecaruanagalizia.com/2010/11/michael-gonzi-%e2%80%93-never-mind/
362,2010-11-23,"Oh my, is that a socialist watch?",https://daphnecaruanagalizia.com/2010/11/oh-my-is-that-a-socialist-watch/
363,2010-12-06,"Not fireworks, this time",https://daphnecaruanagalizia.com/2010/12/not-fireworks-this-time/
364,2010-12-06,"Uff, xi dwejjaq – a customer",https://daphnecaruanagalizia.com/2010/12/uff-xi-dwejjaq-a-customer/
365,2010-12-03,What a crying shame – unbelievable,https://daphnecaruanagalizia.com/2010/12/what-a-crying-shame-unbelievable/
366,2010-12-03,A miser to the end,https://daphnecaruanagalizia.com/2010/12/a-miser-to-the-end/
367,2010-12-02,Toni Abela has a lovely day out,https://daphnecaruanagalizia.com/2010/12/toni-abela-has-a-lovely-day-out/
368,2010-12-02,Comebacks are for Gordon Gekko,https://daphnecaruanagalizia.com/2010/12/comebacks-are-for-gordon-gekko/
369,2010-12-01,The truth about Labour: it's Cetta ghand tal-growser,https://daphnecaruanagalizia.com/2010/12/the-truth-about-labour-its-cetta-ghand-tal-growser/
370,2011-01-31,Those slitty-eyed corporations all look the same to Evarist,https://daphnecaruanagalizia.com/2011/01/those-slitty-eyed-corporations-all-look-the-same-to-evarist/
371,2011-01-31,Rock bottom,https://daphnecaruanagalizia.com/2011/01/rock-bottom/
372,2011-01-31,Spare us the hypocrisy,https://daphnecaruanagalizia.com/2011/01/spare-us-the-hypocrisy/
373,2011-01-31,Ronnie raids the Quotes Cupboard again,https://daphnecaruanagalizia.com/2011/01/ronnie-raids-the-quotes-cupboard-again/
374,2011-01-31,After Toni Abela's brilliant idea for Labour supermarkets….,https://daphnecaruanagalizia.com/2011/01/after-toni-abelas-brilliant-idea-for-labour-supermarkets/
375,2011-01-31,Sigh,https://daphnecaruanagalizia.com/2011/01/sigh/
376,2011-01-30,The weakest of arguments for divorce: marriage,https://daphnecaruanagalizia.com/2011/01/the-weakest-of-arguments-for-divorce-marriage/
377,2011-01-30,Robber barons,https://daphnecaruanagalizia.com/2011/01/robber-barons/
378,2011-01-30,Al Jazeera reports that Mubarak is to flee to Israel,https://daphnecaruanagalizia.com/2011/01/al-jazeera-reports-that-mubarak-is-to-flee-to-israel/
379,2011-01-30,That's small-minded cretinism for you,https://daphnecaruanagalizia.com/2011/01/thats-small-minded-cretinism-for-you/
380,2011-01-29,Mubarak – will he survive?,https://daphnecaruanagalizia.com/2011/01/mubarak-will-he-survive/
381,2011-02-28,So what is Il-Partit ta' Joseph actually doing?,https://daphnecaruanagalizia.com/2011/02/so-what-is-il-partit-ta-joseph-actually-doing/
382,2011-02-28,"Joe Sammut rises to the occasion (and please, no smart remarks)",https://daphnecaruanagalizia.com/2011/02/joe-sammut-rises-to-the-occasion-and-please-no-smart-remarks/
383,2011-02-28,GRTU kickstarts Malta's humanitarian aid effort,https://daphnecaruanagalizia.com/2011/02/grtu-kickstarts-maltas-humanitarian-aid-effort/
384,2011-02-28,The debearded wonder and his army of Lord of the Rings aficionados and Che wannabes are planning a revoluzzjoni kbira,https://daphnecaruanagalizia.com/2011/02/the-debearded-wonder-and-his-army-of-lord-of-the-rings-afiscionados-and-che-wannabes-are-planning-a-revoluzzjoni-kbira/
385,2011-02-28,"Progressive Labour: after Stitch & Bitch, it's Books & Looks",https://daphnecaruanagalizia.com/2011/02/progressive-labour-after-stitch-bitch-its-books-looks/
386,2011-02-28,A major shift in perception,https://daphnecaruanagalizia.com/2011/02/a-major-shift-in-perception/
387,2011-02-27,Strip him of his Maltese gongs,https://daphnecaruanagalizia.com/2011/02/strip-him-of-his-maltese-gongs/
388,2011-02-27,"Mela x'kienu, dawk il-Golden Years?",https://daphnecaruanagalizia.com/2011/02/mela-xkienu-dawk-il-golden-years/
389,2011-02-27,They should have employed Labour's communications coconut,https://daphnecaruanagalizia.com/2011/02/they-should-have-employed-labours-communications-coconut/
390,2011-02-27,Are we sitting on that fence or are we impaled on it?,https://daphnecaruanagalizia.com/2011/02/are-we-sitting-on-that-fence-or-are-we-impaled-on-it/
391,2011-02-27,Let's make KMB a special envoy,https://daphnecaruanagalizia.com/2011/02/lets-make-kmb-a-special-envoy/
392,2011-03-31,Musa Kusa and Bagdadi: ‘envoys of death’,https://daphnecaruanagalizia.com/2011/03/musa-kusa-and-pm-gonzi%e2%80%99s-friend-bagdadi-%e2%80%98envoys-of-death%e2%80%99/
393,2011-03-31,"A fighter jet isn't welcome, but a nuclear attack submarine is fine – go figure",https://daphnecaruanagalizia.com/2011/03/a-fighter-jet-isnt-welcome-but-a-nuclear-attack-submarine-is-fine-go-figure/
394,2011-03-31,"And just four months after Jum Il-Helsien, Gaddafi snubs Mintoff",https://daphnecaruanagalizia.com/2011/03/and-just-four-months-after-jum-il-helsien-gaddafi-snubs-mintoff/
395,2011-03-31,"How neutral Switzerland saw Maltese neutrality in 1979: ""Mr Mintoff has been anxious that his country should be recognized as belonging to the Third World.""",https://daphnecaruanagalizia.com/2011/03/how-neutral-switzerland-saw-maltese-neutrality-in-1979-mr-mintoff-has-been-anxious-that-his-country-should-be-recognized-as-belonging-to-the-third-world/
396,2011-03-31,Read this for the facts about 31 March 1979: Gaddafi was the centrepiece of the event,https://daphnecaruanagalizia.com/2011/03/read-this-for-the-facts-about-31-march-1979-gaddafi-was-the-centrepiece-of-the-event/
397,2011-03-31,Friendship and cooperation with a failed state,https://daphnecaruanagalizia.com/2011/03/friendship-and-cooperation-with-a-failed-state/
398,2011-03-31,Joseph Muscat u Michelle saru hajkless (pronounced as one word),https://daphnecaruanagalizia.com/2011/03/joseph-muscat-u-michelle-saru-hajkless-pronounced-as-one-word/
399,2011-03-31,Joseph Muscat has spoken about Libya at last: WE SHOULDN'T TAKE SIDES,https://daphnecaruanagalizia.com/2011/03/joseph-muscat-has-spoken-about-libya-at-last-we-shouldnt-take-sides/
400,2011-03-31,"In 1979, Mintoff had Muammar Gaddafi. In 2011, Joseph Muscat has Mary Spiteri.",https://daphnecaruanagalizia.com/2011/03/in-1979-mintoff-had-muammar-gaddafi-in-2011-joseph-muscat-has-mary-spiteri/
401,2011-03-31,Sneakers on the ground,https://daphnecaruanagalizia.com/2011/03/sneakers-on-the-ground/
402,2011-03-31,"There goes Musa Kusa, the 'envoy of death'",https://daphnecaruanagalizia.com/2011/03/there-goes-musa-kusa-the-envoy-of-death/
403,2011-04-30,What does John Paul II have to do with the price of eggs?,https://daphnecaruanagalizia.com/2011/04/what-does-john-paul-ii-have-to-do-with-the-price-of-eggs/
404,2011-04-28,Whoever said the Curia is fair?,https://daphnecaruanagalizia.com/2011/04/whoever-said-the-curia-was-fair/
405,2011-04-28,The retreat into theocratic thinking,https://daphnecaruanagalizia.com/2011/04/the-retreat-into-theocratric-thinking/
406,2011-04-26,Ejja mmorru drinkk gol pupp,https://daphnecaruanagalizia.com/2011/04/ejja-mmorru-drinkk-gol-pupp/
407,2011-04-25,The moral superiority of those who don’t have television,https://daphnecaruanagalizia.com/2011/04/the-moral-superiority-of-those-who-don%e2%80%99t-have-television/
408,2011-04-23,"No to divorce, thanks to the Yes campaign",https://daphnecaruanagalizia.com/2011/04/no-to-divorce-thanks-to-the-yes-campaign/
409,2011-04-18,"It's not really about religion, is it",https://daphnecaruanagalizia.com/2011/04/its-not-really-about-religion-is-it/
410,2011-04-15,"Il-Kolonna: the true voice of the Labour Party, which cannot be silenced",https://daphnecaruanagalizia.com/2011/04/il-kolonna-the-true-voice-of-the-labour-party-which-cannot-be-silenced/
411,2011-04-15,"Joint statement by Barack Obama, David Cameron and Nicolas Sarkozy",https://daphnecaruanagalizia.com/2011/04/joint-statement-released-by-barack-obama-david-cameron-and-nicolas-sarkozy/
412,2011-04-15,Misurata – it's getting worse,https://daphnecaruanagalizia.com/2011/04/misurata-its-getting-worse/
413,2011-04-15,Melvyn Mangion,https://daphnecaruanagalizia.com/2011/04/melvyn-mangion/
414,2011-05-31,"If one MP is allowed to vote No or abstain, then so are they all",https://daphnecaruanagalizia.com/2011/05/if-one-mp-is-allowed-to-vote-no-or-abstain-then-so-are-they-all/
415,2011-05-31,Star comments *****,https://daphnecaruanagalizia.com/2011/05/star-comment-3/
416,2011-05-31,Another 'comment of the day',https://daphnecaruanagalizia.com/2011/05/another-comment-of-the-day/
417,2011-05-31,Comments of the day: from people I know,https://daphnecaruanagalizia.com/2011/05/comments-of-the-day-both-from-people-i-know/
418,2011-05-30,"EUR4 million on a referendum, and they're going to vote with their conscience anyway",https://daphnecaruanagalizia.com/2011/05/eur4-million-on-a-referendum-and-theyre-going-to-vote-with-their-conscience-anyway/
419,2011-05-30,"Drop the make-up, Joseph",https://daphnecaruanagalizia.com/2011/05/drop-the-make-up-joseph/
420,2011-05-30,Poor Filipinos – they've been left to cope alone with the fire and brimstone,https://daphnecaruanagalizia.com/2011/05/poor-filipinos-theyve-been-left-to-cope-alone-with-the-fire-and-brimstone/
421,2011-05-30,What a nerve,https://daphnecaruanagalizia.com/2011/05/what-a-nerve/
422,2011-05-29,"Joseph turns brown – hair, skin and eyes, the lot",https://daphnecaruanagalizia.com/2011/05/joseph-turns-brown/
423,2011-05-29,I take it Joseph Muscat doesn't need five years of hindsight for this referendum result,https://daphnecaruanagalizia.com/2011/05/i-take-it-joseph-muscat-doesnt-need-five-years-of-hindsight-for-this-referendum-result/
424,2011-05-29,"A message to those MPs who plan to vote No to the divorce bill, and to the party leaders who plan to allow them to do so instead of cracking the party whip",https://daphnecaruanagalizia.com/2011/05/a-message-to-those-mps-who-plan-to-vote-no-and-to-the-party-leaders-who-plan-to-allow-them-to-do-so-instead-of-cracking-the-party-whip/
425,2011-06-30,This is the kind of ignorance we're always up against – the kind of ignorance which brings Labour to power,https://daphnecaruanagalizia.com/2011/06/this-is-the-kind-of-ignorance-were-always-up-against-the-kind-of-ignorance-which-brings-labour-to-power/
426,2011-06-30,You've got to be smart to be Labour,https://daphnecaruanagalizia.com/2011/06/youve-got-to-be-smart-to-be-labour/
427,2011-06-30,"Well, what do you know? We've got ourselves ANOTHER Labour leader with hair neurosis.",https://daphnecaruanagalizia.com/2011/06/well-what-do-you-know-weve-got-ourselves-another-labour-leader-with-hair-neurosis/
428,2011-06-27,Joseph Muscat – weighed down by the affairs of state,https://daphnecaruanagalizia.com/2011/06/joseph-muscat-weighed-down-by-the-affairs-of-state/
429,2011-06-26,Grounded,https://daphnecaruanagalizia.com/2011/06/grounded/
430,2011-06-26,"Yes, Joseph Muscat DID go on about immigration with Ed Miliband",https://daphnecaruanagalizia.com/2011/06/yes-joseph-muscat-did-go-on-about-immigration-with-ed-miliband/
431,2011-06-25,"""Qabel kont nohrog bir-rollers u issa ma nistghax"" – Michelle Muscat",https://daphnecaruanagalizia.com/2011/06/qabel-kont-nohrog-bir-rollers-u-issa-ma-nistghax-michelle-muscat/
432,2011-06-24,"Doctor Joseph Muscat he meets Rad Ad, the kap tal-Oppozizzjoni of one of the 74 mamber states of the EU",https://daphnecaruanagalizia.com/2011/06/joseph-he-meets-red-ed-the-kap-tal-oppozizzjoni-of-one-of-the-74-mamber-states-of-the-eu/
433,2011-06-24,Hot news from Labour: the EU has 74 member states,https://daphnecaruanagalizia.com/2011/06/hot-news-from-labour-the-eu-has-74-member-states/
434,2011-06-24,Religion and the Fatherland (Religio et Patria) – time to get rid of that one,https://daphnecaruanagalizia.com/2011/06/religion-and-the-fatherland-religio-et-patria-%e2%80%93-time-to-get-rid-of-that-one/
435,2011-06-22,Don't do as I do. Do as I say.,https://daphnecaruanagalizia.com/2011/06/dont-do-as-i-do-do-as-i-say/
436,2011-07-31,Horses for courses,https://daphnecaruanagalizia.com/2011/07/horses-for-courses-2/
437,2011-07-31,Cyrus Engerer can't damage Labour's reputation because it's bad enough already,https://daphnecaruanagalizia.com/2011/07/cyrus-engerer-cant-damage-labours-reputation-because-its-bad-enough-already/
438,2011-07-31,"PROSet JAson keep IT up i AM righT beHind you!!!!!! Mosta? iSa hej, NoW i can giVe you My No. 1!!!!!",https://daphnecaruanagalizia.com/2011/07/proset-jason-keep-it-up-i-am-right-behind-you-mosta-isa-hej-now-i-can-give-you-my-no-1/
439,2011-07-31,Discovery Channel: how animals starve under gOnZipN,https://daphnecaruanagalizia.com/2011/07/discovery-channel-how-animals-starve-under-gonzipn/
440,2011-07-30,Update to my earlier post about Saviour Balzan's 'home visit',https://daphnecaruanagalizia.com/2011/07/update-to-my-earlier-post-about-saviour-balzans-home-visit/
441,2011-07-30,"No, Cyrus did not download porn",https://daphnecaruanagalizia.com/2011/07/no-cyrus-did-not-download-porn/
442,2011-07-30,"Perhaps you didn't think it possible, but Saviour Balzan has just hit a new low",https://daphnecaruanagalizia.com/2011/07/perhaps-you-didnt-think-it-possible-but-saviour-balzan-has-just-hit-a-new-low/
443,2011-07-30,Dispatches from a parallel universe,https://daphnecaruanagalizia.com/2011/07/dispatches-from-a-parallel-universe/
444,2011-07-30,"Oh dear, dear – ""keep it up my Cyrus""",https://daphnecaruanagalizia.com/2011/07/oh-dear-dear-keep-it-up-my-cyrus/
445,2011-07-30,Comment of the Day II,https://daphnecaruanagalizia.com/2011/07/comment-of-the-day-8/
446,2011-07-30,Comment of the day (my previous post refers),https://daphnecaruanagalizia.com/2011/07/comment-of-the-day-my-previous-post-refers/
447,2011-08-31,"Oh. My. God. 'Kif thott barriera', a play in one act",https://daphnecaruanagalizia.com/2011/08/oh-my-god/
448,2011-08-31,How Mintoff started with Gaddafi as he meant to go on – in 1971,https://daphnecaruanagalizia.com/2011/08/how-mintoff-started-with-gaddafi-as-he-meant-to-go-on-in-1971/
449,2011-08-31,News Flash: Labour reveals its first policy. Se jhottu l-barrieri.,https://daphnecaruanagalizia.com/2011/08/news-flash-labour-reveals-its-first-policy-se-jhottu-l-barrieri/
450,2011-08-31,"""Let me through! I'm not an eye surgeon, I'm a tacky whore!""",https://daphnecaruanagalizia.com/2011/08/let-me-through-im-not-an-eye-surgeon-im-a-tacky-whore/
451,2011-08-31,Updated on nanny scalded by Aline Gaddafi,https://daphnecaruanagalizia.com/2011/08/updated-on-nanny-scalded-by-aline-gaddafi/
452,2011-08-31,Joe Sammut badgers the government for visas for Gaddafi loyalists,https://daphnecaruanagalizia.com/2011/08/joe-sammut-badgers-the-government-for-visas-for-gaddafi-loyalists/
453,2011-08-31,While we were prudent,https://daphnecaruanagalizia.com/2011/08/while-we-were-prudent/
454,2011-08-30,"Comino (does not feature tents, Jason Micallef, Natius Farrugia or Julia Farrugia)",https://daphnecaruanagalizia.com/2011/08/comino/
455,2011-08-30,The Labour Party: a hitman for a candidate,https://daphnecaruanagalizia.com/2011/08/the-labour-party-a-hitman-for-a-candidate/
456,2011-08-30,What a pity Xandir Malta didn't archive its footage,https://daphnecaruanagalizia.com/2011/08/what-a-pity-xandir-malta-didnt-archive-its-footage/
457,2011-08-30,Funny how Cyrus didn't take to that podium to give the guests his views on sodomy,https://daphnecaruanagalizia.com/2011/08/funny-how-cyrus-didnt-take-to-that-podium-to-give-the-guests-his-views-on-sodomy/
458,2011-09-30,"Bribe update: some businessmen, those are",https://daphnecaruanagalizia.com/2011/09/bribe-update-some-businessmen-those-are/
459,2011-09-29,Paying a bribe is as bad as taking it,https://daphnecaruanagalizia.com/2011/09/13324/
460,2011-09-29,How I wish newspapers would join the dots for their readers,https://daphnecaruanagalizia.com/2011/09/how-i-wish-newspapers-would-join-the-dots-for-their-readers/
461,2011-09-29,No policies: it must be a catching Labour disease,https://daphnecaruanagalizia.com/2011/09/no-policies-it-must-be-a-catching-labour-disease/
462,2011-09-29,"Joseph Muscat on Libya: ""We are thick-skinned and won't be pressured into taking sides.""",https://daphnecaruanagalizia.com/2011/09/joseph-muscat-on-libya-we-are-thick-skinned-and-wont-be-pressured-into-taking-sides/
463,2011-09-29,Oh look!,https://daphnecaruanagalizia.com/2011/09/oh-look/
464,2011-09-29,Biex inzomm il-bilanc: here are more Labour promotional videos,https://daphnecaruanagalizia.com/2011/09/biex-inzomm-il-bilanc-heres-another-labour-promo/
465,2011-09-28,G-R-O-A-N. Can you imagine Fenech Adami or Gonzi doing this?,https://daphnecaruanagalizia.com/2011/09/g-r-o-a-n-can-you-imagine-fenech-adami-or-gonzi-doing-this/
466,2011-09-28,Labour's Minister for Social Policy and…the Elderly,https://daphnecaruanagalizia.com/2011/09/labours-minister-for-social-policy-and-the-elderly/
467,2011-09-28,"If he no longer has any use for that green tie, he can always pass it on to Anthony Zammit",https://daphnecaruanagalizia.com/2011/09/if-he-no-longer-has-any-use-for-that-green-tie-he-can-always-pass-it-on-to-anthony-zammit/
468,2011-09-28,"Toni Abela: wotefer dey cen do, we cen do batter",https://daphnecaruanagalizia.com/2011/09/toni-abela-wotefer-dey-cen-do-we-cen-do-batter/
469,2011-10-31,Suha Arafat,https://daphnecaruanagalizia.com/2011/10/suha-arafat/
470,2011-10-31,'Cunning' tricks and twisted minds,https://daphnecaruanagalizia.com/2011/10/cunning-tricks-and-twisted-minds/
471,2011-10-31,The chairman of the Malta Council of Science & Technology comports himself beautifully once again,https://daphnecaruanagalizia.com/2011/10/the-chairman-of-the-malta-council-of-science-technology-comports-himself-beautifully-once-again/
472,2011-10-31,"Something's very, very wrong",https://daphnecaruanagalizia.com/2011/10/somethings-very-very-wrong/
473,2011-10-31,Jeffrey belongs with Labour,https://daphnecaruanagalizia.com/2011/10/jeffrey-belongs-with-labour/
474,2011-10-30,Request for police action against Jeffrey Pullicino Orlando,https://daphnecaruanagalizia.com/2011/10/request-for-police-action-against-jeffrey-pullicino-orlando/
475,2011-10-30,A stellar comment or two from Maltastar's comments-board,https://daphnecaruanagalizia.com/2011/10/a-stellar-comment-or-two-from-maltastars-comments-board/
476,2011-10-30,"Hold off the whisky, Jeffrey….",https://daphnecaruanagalizia.com/2011/10/hold-off-the-whisky-jeffrey/
477,2011-10-30,The eurozone crisis agreement – Labour hasn't noticed it happened,https://daphnecaruanagalizia.com/2011/10/the-eurozone-crisis-agreement-labour-hasnt-noticed-it-happened/
478,2011-10-29,I don't trust myself to speak,https://daphnecaruanagalizia.com/2011/10/i-dont-trust-myself-to-speak/
479,2011-10-28,The viewer decides,https://daphnecaruanagalizia.com/2011/10/the-viewer-decides/
480,2011-11-30,Just look what Silvio Parnis uploaded on Facebook….,https://daphnecaruanagalizia.com/2011/11/just-look-what-silvio-parnis-uploaded-on-facebook/
481,2011-11-30,Havvy fuel oil with Miryum Dalli,https://daphnecaruanagalizia.com/2011/11/havvy-fuel-oil-with-miryum-dalli/
482,2011-11-30,The outer circle of hell,https://daphnecaruanagalizia.com/2011/11/the-outer-circle-of-hell/
483,2011-11-30,"“Ronald Reagan has retired” – Aaron Farrugia, chief of Labour’s Fondazzjoni Idejat and self-described ‘ekonomista’",https://daphnecaruanagalizia.com/2011/11/ronald-reagan-has-retired-aaron-farrugia-chief-of-labours-fondazzjoni-idejat-and-self-described-ekonomista/
484,2011-11-30,Situation Vacant,https://daphnecaruanagalizia.com/2011/11/situation-vacant/
485,2011-11-30,"If the Labour Party gets its cut, all its party financing problems will be over",https://daphnecaruanagalizia.com/2011/11/if-the-labour-party-gets-its-cut-all-its-party-financing-problems-will-be-over/
486,2011-11-30,"And three years later, it’s ‘NO SHAME: MALTA TODAY TURNS LABOUR’",https://daphnecaruanagalizia.com/2011/11/and-three-years-later-its-no-shame-malta-today-turns-labour/
487,2011-11-30,"i like your pix they are very nice, you are cute",https://daphnecaruanagalizia.com/2011/11/i-like-your-pix-they-are-very-nice-you-are-cute/
488,2011-11-30,It’s been a long time coming,https://daphnecaruanagalizia.com/2011/11/its-been-a-long-time-coming/
489,2011-11-30,L-Orizzont mourns a lost world,https://daphnecaruanagalizia.com/2011/11/l-orizzont-mourns-for-a-lost-world/
490,2011-11-30,Jahasra! Ikollhom jemigraw minn Ghawdex lejn Malta,https://daphnecaruanagalizia.com/2011/11/jahasra-ikollhom-jemigraw-minn-ghawdex-lejn-malta/
491,2011-12-30,The signs were there at the start,https://daphnecaruanagalizia.com/2011/12/the-signs-were-there-at-the-start/
492,2011-12-30,Emmanuel Mallia wants our sartorial advice,https://daphnecaruanagalizia.com/2011/12/emmanuel-mallia-wants-our-sartorial-advice/
493,2011-12-30,"Franco, the Christmas Grinch",https://daphnecaruanagalizia.com/2011/12/franco-the-christmas-grinch/
494,2011-12-30,Clear your diary,https://daphnecaruanagalizia.com/2011/12/clear-your-diary-3/
495,2011-12-29,For those who doubt that ‘amoral’ neutrality is essentially immoral,https://daphnecaruanagalizia.com/2011/12/for-those-who-doubt-that-neutrality-is-essentially-amoral/
496,2011-12-28,The chief elVE hits the biktime,https://daphnecaruanagalizia.com/2011/12/the-chief-elve-hits-the-biktime/
497,2011-12-28,Tick tock…ouch,https://daphnecaruanagalizia.com/2011/12/tick-tock-ouch/
498,2011-12-28,Don’t the banks have rules about this sort of thing?,https://daphnecaruanagalizia.com/2011/12/dont-the-banks-have-rules-about-this-sort-of-thing/
499,2011-12-24,Will Franco Debono please shut the hell up and talk to a psychiatrist instead?,https://daphnecaruanagalizia.com/2011/12/will-franco-debono-please-shut-the-hell-up-and-talk-to-a-psychiatrist-instead/
500,2011-12-21,Here’s to progressive liberalism,https://daphnecaruanagalizia.com/2011/12/15915/
501,2011-12-21,Thicko Kurt blows his boss’s cover,https://daphnecaruanagalizia.com/2011/12/thicko-kurt-blows-his-bosss-cover/
502,2012-01-31,Dear Dom – film coming soon,https://daphnecaruanagalizia.com/2012/01/dear-dom-film-coming-soon/
503,2012-01-31,"The opposition to ACTA: Li hu tiegħi, tiegħi; li hu tiegħek, tiegħi wkoll – għax mhux sew li għandek iżjed minni.",https://daphnecaruanagalizia.com/2012/01/the-opposition-to-acta-li-hu-tieghi-tieghi-li-hu-tieghek-tieghi-wkoll-ghax-mhux-sew-li-ghandek-izjed-minni/
504,2012-01-30,Ah! Now we know what ‘konsulent tal-housing’ means.,https://daphnecaruanagalizia.com/2012/01/ah-now-we-know-what-konsulent-tal-housing-means/
505,2012-01-30,Joseph Sarkozy – too bad he ain’t got the broad,https://daphnecaruanagalizia.com/2012/01/joseph-sarkozy-too-bad-he-aint-got-the-broad/
506,2012-01-30,ACTA,https://daphnecaruanagalizia.com/2012/01/acta/
507,2012-01-30,"TYPICAL OLD LABOUR: ‘KONSULTENT TAL-HOUSING’. They just don’t get it, do they.",https://daphnecaruanagalizia.com/2012/01/typical-old-labour-konsultent-tal-housing-they-just-dont-get-it-do-they/
508,2012-01-30,"The right word is uncertainty, not instability. And it’s because people are afraid of Labour being elected.",https://daphnecaruanagalizia.com/2012/01/the-right-word-is-uncertainty-not-instability-and-labour-is-causing-it/
509,2012-01-30,"When you have a slow puncture, you change the wheel and not the car",https://daphnecaruanagalizia.com/2012/01/when-you-have-a-slow-puncture-you-change-the-wheel-and-not-the-car/
510,2012-01-29,"They’re Labour, but strangely enough, they’re not proud",https://daphnecaruanagalizia.com/2012/01/theyre-labour-but-strangely-enough-theyre-not-proud/
511,2012-01-29,I’m starting a petition of my own,https://daphnecaruanagalizia.com/2012/01/im-starting-a-petition-of-my-own/
512,2012-01-29,Now is John Dalli’s chance. And Franco Debono’s.,https://daphnecaruanagalizia.com/2012/01/now-is-john-dallis-chance-and-franco-debonos/
513,2012-02-29,What’s the state of your yard?,https://daphnecaruanagalizia.com/2012/02/whats-the-state-of-your-yard/
514,2012-02-29,Happy gnashing,https://daphnecaruanagalizia.com/2012/02/happy-gnashing/
515,2012-02-29,Blessing-counting time,https://daphnecaruanagalizia.com/2012/02/blessing-counting-time/
